"day","shipping_city","shipping_province","traffic_source","host","referrer","order_count","total_sales","Company.ID"
"12/24/2014","Oklahoma City","Oklahoma","Direct",NA,NA,1,990.96,"ID4090"
"12/24/2014","Santa Monica","California","Direct",NA,NA,1,680.04,"ID3308"
"12/24/2014","Springer","New Mexico","Direct",NA,NA,1,69.13,"ID4717"
"12/27/2014","Scottsdale","Arizona","Search Engine","google.com","www.google.com/url",1,872.6,"ID3860"
"12/28/2014","Kenmore","Washington","Search Engine","bing.com","www.bing.com/search",1,892.6,"ID2538"
"12/29/2014","Austin","Texas","Direct",NA,NA,1,1469.96,"ID5187"
"12/29/2014","Bear","Delaware","Direct",NA,NA,1,904.98,"ID1907"
"12/29/2014","Minneapolis","Minnesota","Direct",NA,NA,1,67.87,"ID5033"
"12/29/2014","Tustin","California","Direct",NA,NA,1,2441.65,"ID4176"
"12/29/2014","Jeffersonville","Indiana","Direct",NA,NA,1,960.99,"ID3078"
"12/29/2014","Morgan Hill","California","Direct","standdesk.co","www.standdesk.co/products/stand-desk",1,692.43,"ID3773"
"12/29/2014","Portland","Oregon","Direct","standdesk.co","standdesk.co",1,543.12,"ID1084"
"12/29/2014","Billings","Montana","Direct",NA,NA,1,610.04,"ID5188"
"12/29/2014","Towson","Maryland","Direct","standdesk.co","standdesk.co/account/login",1,3496.88,"ID4133"
"12/30/2014","Garden City","Idaho","Direct",NA,NA,1,1149.98,"ID4093"
"12/30/2014","Sherman Oaks","California","Direct",NA,NA,1,327.59,"ID4393"
"12/30/2014","Ann Arbor","Michigan","Direct","standdesk.co","standdesk.co/products/stand-desk",1,642.53,"ID2019"
"12/30/2014","Fremont","California","Direct","standdesk.co","standdesk.co/pages/bulk-order",1,2825.55,"ID3899"
"12/30/2014","San Francisco","California","Direct",NA,NA,1,2200.92,"ID4918"
"12/30/2014","Anaheim","California","Direct",NA,NA,1,2119.21,"ID3625"
"12/30/2014","Laura","Ohio","Direct",NA,NA,1,776.35,"ID1334"
"12/31/2014","Blaine","Washington","Direct","standdesk.co","www.standdesk.co/products/stand-desk",1,795.76,"ID5185"
"12/31/2014","Portland","Oregon","Direct",NA,NA,1,996.27,"ID3497"
"12/31/2014","Chesapeake","Virginia","Direct",NA,NA,1,765.69,"ID1412"
"12/31/2014","Portland","Oregon","Search Engine","google.com","www.google.com/url",1,1268.98,"ID3789"
"12/31/2014","San Diego","California","Direct",NA,NA,1,715.43,"ID1962"
"1/1/2015","Concord","Massachusetts","Search Engine","google.com","www.google.com",1,715.7,"ID5186"
"1/2/2015","Omaha","Nebraska","Direct",NA,NA,1,672.69,"ID2163"
"1/2/2015","Philadelphia","Pennsylvania","Search Engine","google.com","www.google.com/url",1,762.39,"ID2246"
"1/2/2015","Chicago","Illinois","Direct","standdesk.co","standdesk.co/products/stand-desk",1,2116.97,"ID1868"
"1/2/2015","San Francisco","California","Direct",NA,NA,1,555.91,"ID2537"
"1/5/2015","Boston","Massachusetts","Direct",NA,NA,1,896.25,"ID4087"
"1/5/2015","Billings","Montana","Direct",NA,NA,1,66.59,"ID2568"
"1/5/2015","Monterey Park","California","Direct","standdesk.co","standdesk.co/products/stand-desk",1,3057.82,"ID2569"
"1/5/2015","Madison","Wisconsin","Search Engine","google.com","www.google.com",1,638.17,"ID3237"
"1/6/2015","Shawnee Mission","Kansas","Direct",NA,NA,1,1419.96,"ID3537"
"1/6/2015","Arlington","Texas","Direct",NA,NA,1,134.69,"ID1613"
"1/7/2015","Cincinnati","Ohio","Direct",NA,NA,1,650.63,"ID2602"
"1/7/2015","Cleveland","Ohio","Direct","standdesk.co","standdesk.co/products/stand-desk",1,2904.88,"ID1908"
"1/7/2015","Morgan Hill","California","Direct",NA,NA,1,551.18,"ID3773"
"1/7/2015","Lake City","Minnesota","Direct","standdesk.co","standdesk.co/pages/bulk-order",1,452.26,"ID2201"
"1/8/2015","Bellevue","Washington","Direct",NA,NA,1,663.62,"ID1659"
"1/8/2015","Lancaster","California","Direct","standdesk.co","standdesk.co",1,704.35,"ID3498"
"1/8/2015","Chapel Hill","North Carolina","Direct","standdesk.co","standdesk.co/products/stand-desk",1,504.94,"ID3080"
"1/9/2015","Berkeley","California","Direct",NA,NA,1,1607.78,"ID1091"
"1/9/2015","West Henrietta","New York","Direct",NA,NA,1,720.62,"ID3041"
"1/9/2015","Boston","Massachusetts","Direct",NA,NA,1,2715.88,"ID4491"
"1/9/2015","Cary","North Carolina","Direct",NA,NA,1,916.24,"ID3859"
"1/9/2015","Saint Louis","Missouri","Direct",NA,NA,1,137.63,"ID3307"
"1/9/2015","Milpitas","California","Direct",NA,NA,1,553.18,"ID5220"
"1/9/2015","San Francisco","California","Direct",NA,NA,1,4859.21,"ID4707"
"1/10/2015","Philadelphia","Pennsylvania","Direct",NA,NA,1,504.94,"ID4759"
"1/11/2015","Matthews","North Carolina","Direct",NA,NA,1,454.95,"ID4395"
"1/11/2015","Seattle","Washington","Direct","standdesk.co","standdesk.co",1,484.83,"ID1374"
"1/11/2015","San Francisco","California","Search Engine","google.com","www.google.com",1,2313.02,"ID1053"
"1/11/2015","Phoenix","Arizona","Direct","standdesk.co","standdesk.co/products/stand-desk",1,494.57,"ID4360"
"1/12/2015","Studio City","California","Direct",NA,NA,1,704.35,"ID4393"
"1/12/2015","Washington","Washington Dc","Search Engine","google.com","www.google.com/url",1,650.63,"ID3234"
"1/12/2015","Fort Lauderdale","Florida","Direct",NA,NA,1,3050.52,"ID3119"
"1/12/2015","Portland","Oregon","Direct",NA,NA,1,478.77,"ID4919"
"1/13/2015","Louisville","Kentucky","Direct",NA,NA,1,820.96,"ID4634"
"1/13/2015","Ft Mitchell","Kentucky","Direct",NA,NA,1,211.04,"ID4636"
"1/13/2015","Boulder","Colorado","Direct",NA,NA,1,554.82,"ID4756"
"1/13/2015","Kingston","Massachusetts","Direct",NA,NA,1,720.62,"ID4917"
"1/14/2015","Bellingham","Washington","Direct",NA,NA,1,3806.8,"ID2994"
"1/14/2015","New York City","New York","Direct",NA,NA,1,468.99,"ID4363"
"1/14/2015","Portland","Oregon","Direct",NA,NA,1,810.54,"ID1612"
"1/14/2015","Carrboro","North Carolina","Direct",NA,NA,1,650.63,"ID2501"
"1/14/2015","Winston Salem","North Carolina","Direct","standdesk.co","standdesk.co",1,1011.78,"ID4092"
"1/14/2015","Menlo Park","California","Direct","standdesk.co","standdesk.co/products/stand-desk",1,3263.48,"ID5170"
"1/14/2015","Washington","District Of Columbia","Direct",NA,NA,1,936.49,"ID1611"
"1/15/2015","Arlington","Massachusetts","Direct","standdesk.co","standdesk.co/products/stand-desk",1,454.95,"ID2856"
"1/15/2015","Atlanta","Georgia","Search Engine","google.com","www.google.com/url",1,454.95,"ID2018"
"1/15/2015","Kings Mountain","North Carolina","Direct","standdesk.co","standdesk.co/products/stand-desk",1,2461.88,"ID2627"
"1/15/2015","Kalispell","Montana","Direct",NA,NA,1,621.87,"ID3483"
"1/15/2015","Rocklin","California","Unknown","officesnapshots.com","officesnapshots.com/2012/08/24/7-adjustable-height-desks-that-wont-betray-and-kill-you",1,695.31,"ID3120"
"1/15/2015","San Francisco","California","Direct",NA,NA,1,702.3,"ID1292"
"1/15/2015","New York City","New York","Direct","standdesk.co","standdesk.co",1,650.63,"ID1090"
"1/16/2015","Lewiston","Maine","Direct",NA,NA,1,650.63,"ID5028"
"1/16/2015","Los Angeles","California","Direct",NA,NA,1,628.92,"ID3081"
"1/16/2015","Palo Alto","California","Direct",NA,NA,1,6249.84,"ID5312"
"1/16/2015","Roslyn","New York","Direct",NA,NA,1,5718.76,"ID2857"
"1/16/2015","Chicago","Illinois","Search Engine","yahoo.com","r.search.yahoo.com/_ylt=A0LEVu.LXLlUcm0AqgElnIlQ;_ylu=X3oDMTBybnV2cXQwBHNlYwNzcgRwb3MDMgRjb2xvA2JmMQR2dGlkAw--/RV=2/RE=1421462795/RO=10/RU=http%3a%2f%2fstanddesk.co%2f/RK=0/RS=x3phzCfPQN9D0qnD0c56Mjhk6EY-",1,1378.96,"ID5031"
"1/17/2015","Port Jefferson","New York","Unknown","thewirecutter.com","thewirecutter.com/reviews/the-best-standing-desks",1,650.63,"ID1867"
"1/19/2015","Janesville","Wisconsin","Direct","standdesk.co","standdesk.co/pages/faq",1,780.42,"ID1293"
"1/19/2015","San Francisco","California","Search Engine","google.com","www.google.com",1,702.3,"ID4052"
"1/19/2015","Richmond","Virginia","Direct",NA,NA,1,454.95,"ID2625"
"1/20/2015","San Francisco","California","Direct",NA,NA,1,1536.78,"ID3293"
"1/20/2015","Garland","Texas","Direct","standdesk.co","standdesk.co/products/stand-desk",1,447.05,"ID3003"
"1/20/2015","San Francisco","California","Direct",NA,NA,1,924.07,"ID2762"
"1/20/2015","San Francisco","California","Search Engine","google.com","www.google.com/url",1,343.13,"ID4918"
"1/20/2015","Elizabeth","Colorado","Direct","standdesk.co","standdesk.co/cart",1,624.05,"ID1572"
"1/21/2015","Oakville","Ontario","Direct",NA,NA,1,2216.91,"ID4051"
"1/21/2015","Hood River","Oregon","Unknown","officesnapshots.com","officesnapshots.com/2012/08/24/7-adjustable-height-desks-that-wont-betray-and-kill-you",1,1338.98,"ID2200"
"1/21/2015","Walnut Creek","California","Search Engine","google.com","www.google.com/url",1,280.16,"ID1415"
"1/21/2015","Saint Paul","Minnesota","Direct",NA,NA,1,281.21,"ID4362"
"1/21/2015","San Francisco","California","Direct","standdesk.co","standdesk.co/collections/parts/products/anti-fatigue-mat",1,101.25,"ID2265"
"1/22/2015","Arvada","Colorado","Unknown","thewirecutter.com","thewirecutter.com/reviews/the-best-standing-desks",1,822.93,"ID4675"
"1/22/2015","San Francisco","California","Search Engine","google.com","www.google.com",1,5885.26,"ID4050"
"1/22/2015","Tucson","Arizona","Direct",NA,NA,1,852.93,"ID5032"
"1/22/2015","Houston","Texas","Direct",NA,NA,1,1757.92,"ID4638"
"1/22/2015","San Francisco","California","Direct",NA,NA,1,2736.07,"ID2155"
"1/22/2015","Rochester","New York","Direct",NA,NA,1,725.92,"ID3306"
"1/22/2015","Chicago","Illinois","Direct","standdesk.co","standdesk.co/collections/parts",1,211.04,"ID4175"
"1/23/2015","Reno","Nevada","Direct","standdesk.co","standdesk.co",1,762.42,"ID1906"
"1/23/2015","San Francisco","California","Direct",NA,NA,1,786.45,"ID4132"
"1/24/2015","Basking Ridge","New Jersey","Direct","standdesk.co","standdesk.co",1,840.95,"ID2199"
"1/24/2015","Campbell","California","Direct",NA,NA,1,824.29,"ID3004"
"1/24/2015","Fair Lawn","New Jersey","Direct",NA,NA,1,916.24,"ID4715"
"1/24/2015","Somerville","Massachusetts","Social","facebook.com","www.facebook.com",1,845.9,"ID5313"
"1/26/2015","Larsen","Wisconsin","Search Engine","google.com","www.google.com/url",1,866.05,"ID4755"
"1/26/2015","Pacifica","California","Direct",NA,NA,1,990.5,"ID4920"
"1/26/2015","Dallas","Texas","Search Engine","google.com","www.google.com",1,830.41,"ID4094"
"1/26/2015","Brandon","Mississippi","Search Engine","google.com","www.google.com/url",1,68.81,"ID3349"
"1/27/2015","Exton","Pennsylvania","Search Engine","google.com","www.google.com/url",1,2728.92,"ID2623"
"1/27/2015","Scottsdale","Arizona","Search Engine","google.com","www.google.com",1,806.32,"ID3760"
"1/27/2015","Austin","Texas","Search Engine","google.com","www.google.com",1,895.78,"ID4716"
"1/27/2015","Saint Paul","Minnesota","Direct",NA,NA,1,826.97,"ID4476"
"1/28/2015","New York City","New York","Direct",NA,NA,1,454.95,"ID4387"
"1/28/2015","Salt Lake City","Utah","Direct",NA,NA,1,478.77,"ID4637"
"1/28/2015","Boston","Massachusetts","Direct",NA,NA,1,1578.94,"ID4087"
"1/29/2015","Philadelphia","Pennsylvania","Direct",NA,NA,1,725.92,"ID3037"
"1/29/2015","San Francisco","California","Direct",NA,NA,1,710.34,"ID4633"
"1/29/2015","Lexington","Nebraska","Search Engine","google.com","www.google.com/url",1,1516.94,"ID1571"
"1/29/2015","Rochester","New York","Direct",NA,NA,1,936.49,"ID3306"
"1/29/2015","Montara","California","Direct",NA,NA,1,813.32,"ID5183"
"1/30/2015","Smithfield","Utah","Direct","standdesk.co","standdesk.co/products/stand-desk",1,731.4,"ID5184"
"1/30/2015","Boston","Massachusetts","Direct",NA,NA,1,1796.9,"ID4491"
"1/30/2015","West Roxbury","Massachusetts","Direct","standdesk.co","standdesk.co/collections/parts/products/12-port-integrated-power-strip",1,725.92,"ID1051"
"1/31/2015","New York City","New York","Direct",NA,NA,1,942.19,"ID2017"
"2/2/2015","Elkins","West Virginia","Direct",NA,NA,1,659.6,"ID2498"
"2/2/2015","Redwood City","California","Direct",NA,NA,1,519.13,"ID4352"
"2/2/2015","Anaheim","California","Social","facebook.com","l.facebook.com/l.php",1,171.5,"ID1905"
"2/2/2015","Houston","Texas","Direct",NA,NA,1,588.98,"ID3633"
"2/2/2015","Fairfax","Virginia","Unknown","thewirecutter.com","thewirecutter.com/reviews/the-best-standing-desks",1,789.2,"ID1372"
"2/2/2015","Twin Falls","Idaho","Direct",NA,NA,1,748.97,"ID5034"
"2/2/2015","Fort Worth","Texas","Direct",NA,NA,1,814.38,"ID2768"
"2/2/2015","San Francisco","California","Direct",NA,NA,1,655.22,"ID3342"
"2/3/2015","San Francisco","California","Direct",NA,NA,1,68.08,"ID3342"
"2/3/2015","Minneapolis","Minnesota","Direct",NA,NA,1,578.98,"ID4641"
"2/3/2015","Woodland Hills","California","Direct",NA,NA,1,776.38,"ID3589"
"2/3/2015","Corvallis","Oregon","Direct",NA,NA,1,399,"ID2624"
"2/3/2015","Kalamazoo","Michigan","Search Engine","google.com","www.google.com",1,908.64,"ID1290"
"2/3/2015","Kent","Ohio","Search Engine","google.com","www.google.com/url",1,1281.98,"ID3069"
"2/4/2015","Stamford","Connecticut","Direct",NA,NA,1,719.21,"ID4916"
"2/4/2015","Clarkston","Michigan","Direct",NA,NA,1,2661.85,"ID1370"
"2/4/2015","New York City","New York","Direct",NA,NA,1,1422.98,"ID1090"
"2/5/2015","Winston Salem","North Carolina","Search Engine","google.com","www.google.com",1,69.45,"ID1052"
"2/5/2015","Little Rock","Arkansas","Direct",NA,NA,1,705.88,"ID3258"
"2/5/2015","Orlando","Florida","Search Engine","bing.com","www.bing.com/search",1,967.7,"ID2499"
"2/5/2015","San Francisco","California","Search Engine","google.com","www.google.com",1,699.74,"ID4918"
"2/5/2015","Crestwood","Kentucky","Direct",NA,NA,1,558.98,"ID1295"
"2/5/2015","Seattle","Washington","Direct",NA,NA,1,1788.97,"ID2195"
"2/5/2015","Glendale","California","Search Engine","google.com","www.google.com",1,876.97,"ID1371"
"2/5/2015","El Cerrito","California","Direct",NA,NA,1,482.66,"ID2567"
"2/6/2015","Saint Louis","Missouri","Direct",NA,NA,1,142.45,"ID3307"
"2/6/2015","Marietta","Georgia","Direct",NA,NA,1,1002.92,"ID1610"
"2/6/2015","Saint Paul","Minnesota","Unknown","thewirecutter.com","thewirecutter.com/reviews/the-best-standing-desks",1,631.98,"ID2161"
"2/6/2015","Washington","District Of Columbia","Search Engine","google.com","www.google.com",2,1462.95,"ID3234"
"2/7/2015","Portland","Oregon","Direct",NA,NA,1,160.3,"ID1612"
"2/8/2015","Bellevue","Washington","Direct","standdesk.co","standdesk.co",1,679.87,"ID3974"
"2/9/2015","Santa Clara","California","Direct",NA,NA,1,67.13,"ID4357"
"2/9/2015","New York City","New York","Direct",NA,NA,1,20732.9,"ID4967"
"2/9/2015","Buford","Georgia","Direct",NA,NA,1,558.98,"ID1726"
"2/9/2015","Fairfield","Ohio","Search Engine","google.com","www.google.com/url",1,1002.92,"ID3535"
"2/9/2015","Albuquerque","New Mexico","Direct","standdesk.co","standdesk.co/products/stand-desk",1,865.77,"ID3809"
"2/10/2015","Englewood","Colorado","Direct",NA,NA,2,1237.06,"ID3590"
"2/10/2015","Solana Beach","California","Search Engine","google.com","www.google.com/url",1,1721.79,"ID4936"
"2/10/2015","Los Angeles","California","Search Engine","google.com","www.google.com",1,809.2,"ID1863"
"2/10/2015","Metairie","Louisiana","Direct",NA,NA,1,713.75,"ID2245"
"2/10/2015","Livingston","Montana","Search Engine","google.com","www.google.com/url",1,629,"ID4131"
"2/10/2015","Northborough","Massachusetts","Direct",NA,NA,1,763.74,"ID3268"
"2/11/2015","Santa Clara","California","Direct",NA,NA,1,729.89,"ID4357"
"2/11/2015","San Jose","California","Search Engine","google.com","www.google.com",1,625.29,"ID4657"
"2/11/2015","Monticello","New York","Direct",NA,NA,1,578.99,"ID3538"
"2/11/2015","Syracuse","New York","Search Engine","google.com","www.google.com",1,1180.94,"ID2814"
"2/11/2015","Cambridge","Massachusetts","Direct",NA,NA,1,558.98,"ID3840"
"2/11/2015","Seattle","Washington","Direct",NA,NA,1,609.88,"ID1546"
"2/12/2015","Provo","Utah","Unknown","thewirecutter.com","thewirecutter.com/reviews/the-best-standing-desks",1,992.22,"ID3536"
"2/12/2015","Jackson","Mississippi","Search Engine","google.com","www.google.com/url",1,682.7,"ID4488"
"2/12/2015","Albany","New York","Direct",NA,NA,1,950.58,"ID3771"
"2/12/2015","Berkeley","California","Direct",NA,NA,1,449.71,"ID1091"
"2/12/2015","Lincoln","Nebraska","Search Engine","google.com","www.google.com/url",1,693.65,"ID1291"
"2/13/2015","Los Angeles","California","Direct",NA,NA,1,633.38,"ID2813"
"2/13/2015","Shawnee Mission","Kansas","Direct",NA,NA,1,682.7,"ID3808"
"2/13/2015","Santa Ana","California","Search Engine","google.com","www.google.com/url",1,905.13,"ID5268"
"2/13/2015","Seattle","Washington","Direct","standdesk.co","standdesk.co/collections/parts/products/12-port-integrated-power-strip",1,131.8,"ID1089"
"2/13/2015","Cincinnati","Ohio","Direct","standdesk.co","standdesk.co",1,1008.09,"ID1333"
"2/13/2015","Keene","New Hampshire","Direct",NA,NA,1,644.29,"ID4713"
"2/13/2015","Dayton","Ohio","Direct",NA,NA,1,678.96,"ID3904"
"2/14/2015","Minneapolis","Minnesota","Direct",NA,NA,1,772.7,"ID1864"
"2/15/2015","Astoria","New York","Search Engine","google.com","www.google.com",1,644.29,"ID4991"
"2/15/2015","Seattle","Washington","Direct",NA,NA,1,432.64,"ID3785"
"2/15/2015","Los Angeles","California","Direct","standdesk.co","standdesk.co",1,701.14,"ID4714"
"2/16/2015","Somerville","Massachusetts","Direct",NA,NA,1,776.62,"ID3036"
"2/16/2015","Swannanoa","North Carolina","Direct",NA,NA,1,1455.96,"ID2770"
"2/16/2015","Ann Arbor","Michigan","Direct",NA,NA,1,455.23,"ID5270"
"2/17/2015","Tallahassee","Florida","Direct",NA,NA,1,75.73,"ID2192"
"2/17/2015","Englewood","Colorado","Direct",NA,NA,1,621.66,"ID3590"
"2/17/2015","Lagrange","Georgia","Direct",NA,NA,1,49.99,"ID1573"
"2/17/2015","Memphis","Tennessee","Direct","standdesk.co","standdesk.co/products/stand-desk",2,944.55,"ID1865"
"2/17/2015","Lakewood","California","Unknown","duckduckgo.com","duckduckgo.com",1,636.44,"ID1294"
"2/17/2015","Boerne","Texas","Search Engine","google.com","www.google.com/url",1,2673.87,"ID4356"
"2/18/2015","Mukilteo","Washington","Direct",NA,NA,1,873.51,"ID2536"
"2/18/2015","Plano","Texas","Search Engine","google.com","www.google.com",1,447.28,"ID1861"
"2/18/2015","Rochester","Minnesota","Direct",NA,NA,1,497.27,"ID1726"
"2/18/2015","Washington","District Of Columbia","Direct",NA,NA,1,3473.88,"ID4489"
"2/18/2015","Fort Collins","Colorado","Direct",NA,NA,1,710.8,"ID4390"
"2/18/2015","New Port Richey","Florida","Direct",NA,NA,1,673,"ID3588"
"2/18/2015","Scottsdale","Arizona","Search Engine","google.com","www.google.com",1,614.13,"ID1700"
"2/19/2015","Minneapolis","Minnesota","Direct","standdesk.co","standdesk.co/products/stand-desk",1,847.72,"ID3494"
"2/19/2015","Aliso Viejo","California","Direct",NA,NA,1,1506.83,"ID4436"
"2/20/2015","San Francisco","California","Direct","standdesk.co","standdesk.co",1,634.07,"ID3767"
"2/20/2015","Denver","Colorado","Direct",NA,NA,1,684.12,"ID2532"
"2/20/2015","New York City","New York","Direct","standdesk.co","standdesk.co",1,841.75,"ID5030"
"2/21/2015","Atlanta","Georgia","Direct",NA,NA,1,4970.79,"ID3609"
"2/22/2015","Mercer Island","Washington","Direct","standdesk.co","standdesk.co/collections/parts/products/12-port-integrated-power-strip",1,435.01,"ID1023"
"2/22/2015","Phoenix","Maryland","Direct","standdesk.co","standdesk.co/cart",1,771.76,"ID4086"
"2/23/2015","Dickinson","North Dakota","Search Engine","google.com","www.google.com",1,736.8,"ID3631"
"2/23/2015","Birmingham","Alabama","Direct",NA,NA,1,1620.92,"ID1021"
"2/24/2015","Cape Elizabeth","Maine","Direct",NA,NA,1,455.23,"ID2137"
"2/24/2015","Portland","Oregon","Direct",NA,NA,1,901.27,"ID2731"
"2/24/2015","Chattanooga","Tennessee","Direct",NA,NA,1,4336.79,"ID2143"
"2/24/2015","San Francisco","California","Direct",NA,NA,1,456.04,"ID3347"
"2/25/2015","Logan","Utah","Direct",NA,NA,1,669.53,"ID2622"
"2/25/2015","Costa Mesa","California","Search Engine","google.com","www.google.com/url",1,641.83,"ID3495"
"2/25/2015","Westminster","Colorado","Direct",NA,NA,1,734.11,"ID2288"
"2/25/2015","Santa Rosa","California","Direct",NA,NA,1,144.24,"ID2732"
"2/26/2015","Beaverton","Oregon","Direct",NA,NA,1,603.66,"ID5179"
"2/26/2015","San Francisco","California","Direct",NA,NA,1,1369.05,"ID5310"
"2/26/2015","Redwood City","California","Direct","standdesk.co","standdesk.co",1,648.11,"ID3902"
"2/26/2015","Portland","Oregon","Direct",NA,NA,1,428.94,"ID4990"
"2/26/2015","Cambridge","Massachusetts","Search Engine","google.com","www.google.com",1,455.23,"ID3840"
"2/27/2015","Flower Mound","Texas","Direct","standdesk.co","standdesk.co",1,497.27,"ID5267"
"2/27/2015","Menlo Park","California","Search Engine","google.com","www.google.com",1,6271.95,"ID1137"
"2/27/2015","Brentwood","Tennessee","Direct",NA,NA,1,1769.92,"ID1139"
"2/27/2015","Chico","California","Direct","standdesk.co","standdesk.co",1,824.77,"ID1368"
"2/27/2015","Downers Grove","Illinois","Direct",NA,NA,1,455.23,"ID1862"
"2/27/2015","Antioch","Tennessee","Direct",NA,NA,1,651.33,"ID2287"
"2/28/2015","Los Angeles","California","Direct","standdesk.co","standdesk.co",1,832.36,"ID3880"
"2/28/2015","Houston","Texas","Direct",NA,NA,1,68.65,"ID1331"
"3/1/2015","Parker","Colorado","Search Engine","google.com","www.google.com",1,895.48,"ID3117"
"3/1/2015","Fairfax","Virginia","Direct",NA,NA,1,644.57,"ID1367"
"3/2/2015","El Cerrito","California","Direct","standdesk.co","standdesk.co",1,67.87,"ID3534"
"3/2/2015","La Crosse","Wisconsin","Search Engine","bing.com","www.bing.com/search",1,1829.97,"ID4435"
"3/2/2015","San Francisco","California","Direct",NA,NA,1,54.36,"ID4052"
"3/2/2015","Aliso Viejo","California","Direct",NA,NA,1,258.85,"ID2626"
"3/2/2015","New York City","New York","Search Engine","google.com","www.google.com",1,649.3,"ID1637"
"3/2/2015","Aliso Viejo","California","Direct",NA,NA,1,514.91,"ID2626"
"3/2/2015","San Francisco","California","Search Engine","google.com","www.google.com",1,1369.05,"ID4631"
"3/2/2015","Chattanooga","Tennessee","Direct",NA,NA,1,1597.9,"ID2143"
"3/3/2015","Denver","Colorado","Direct",NA,NA,1,758.45,"ID3118"
"3/3/2015","San Francisco","California","Search Engine","google.com","www.google.com",1,1521.3,"ID4080"
"3/3/2015","Elkins","West Virginia","Direct",NA,NA,1,2470.96,"ID2498"
"3/3/2015","Quakertown","Pennsylvania","Direct",NA,NA,1,454.43,"ID2733"
"3/3/2015","San Francisco","California","Direct",NA,NA,1,911.43,"ID3001"
"3/3/2015","Kent","Washington","Direct",NA,NA,1,799.04,"ID2535"
"3/3/2015","Bar Harbor","Maine","Direct",NA,NA,1,6305.9,"ID3768"
"3/3/2015","San Jose","California","Search Engine","google.com","www.google.com/url",1,626.54,"ID4171"
"3/4/2015","Anaheim","California","Search Engine","google.com","www.google.com",1,640.46,"ID1289"
"3/4/2015","Westlake Village","California","Direct",NA,NA,1,735.63,"ID2160"
"3/4/2015","Seattle","Washington","Direct",NA,NA,1,868.95,"ID2243"
"3/4/2015","San Francisco","California","Direct","standdesk.co","standdesk.co/products/stand-desk",1,7211.05,"ID2621"
"3/4/2015","New York City","New York","Direct",NA,NA,1,3060.9,"ID2162"
"3/5/2015","Irvine","California","Direct","standdesk.co","standdesk.co",1,581.56,"ID2159"
"3/5/2015","Sherman Oaks","California","Direct",NA,NA,1,635.17,"ID1022"
"3/5/2015","Portland","Oregon","Search Engine","google.com","www.google.com",1,859.49,"ID3116"
"3/5/2015","Culver City","California","Direct",NA,NA,1,635.17,"ID4334"
"3/6/2015","Grand Portage","Minnesota","Search Engine","google.ca","www.google.ca/url",1,821.07,"ID1960"
"3/6/2015","Chicago","Illinois","Search Engine","google.com","www.google.com",1,1304.98,"ID3232"
"3/6/2015","Tukwila","Washington","Direct",NA,NA,1,554.48,"ID4486"
"3/6/2015","Milpitas","California","Search Engine","google.ae","www.google.ae",1,723.72,"ID5029"
"3/6/2015","Monterey","California","Direct",NA,NA,1,928.4,"ID1699"
"3/6/2015","Minidoka","Idaho","Search Engine","google.com","www.google.com/url",1,753.41,"ID4129"
"3/7/2015","San Francisco","California","Direct","standdesk.co","standdesk.co",1,763.93,"ID3770"
"3/8/2015","San Jose","California","Direct","standdesk.co","standdesk.co",1,67.87,"ID1414"
"3/9/2015","Nashua","New Hampshire","Direct",NA,NA,1,70.15,"ID1961"
"3/9/2015","Ingomar","Pennsylvania","Direct",NA,NA,1,657.46,"ID5180"
"3/9/2015","San Francisco","California","Direct",NA,NA,1,1783.26,"ID4049"
"3/9/2015","New York City","New York","Direct",NA,NA,1,1575,"ID3231"
"3/10/2015","Monroe","Louisiana","Direct",NA,NA,1,825.57,"ID5219"
"3/10/2015","Hoboken","New Jersey","Search Engine","google.com","www.google.com",1,839.43,"ID4632"
"3/10/2015","Denver","Colorado","Direct",NA,NA,1,612.63,"ID4487"
"3/10/2015","Klamath Falls","Oregon","Search Engine","google.com","www.google.com/url",1,602.29,"ID1556"
"3/10/2015","Palo Alto","California","Direct",NA,NA,1,755.52,"ID4382"
"3/10/2015","Minneapolis","Minnesota","Direct",NA,NA,1,748.96,"ID2738"
"3/10/2015","Elkins","West Virginia","Direct",NA,NA,1,104.24,"ID2498"
"3/10/2015","Seattle","Washington","Search Engine","google.com","www.google.com",1,612.63,"ID4172"
"3/10/2015","Seattle","Washington","Search Engine","google.com","www.google.com/url",1,612.63,"ID1546"
"3/11/2015","Saint George","Utah","Direct",NA,NA,1,742.28,"ID1020"
"3/11/2015","Portland","Oregon","Direct",NA,NA,2,17500,"ID2731"
"3/11/2015","Colorado Springs","Colorado","Direct",NA,NA,1,612.63,"ID4915"
"3/11/2015","Fullerton","California","Search Engine","google.com","www.google.com",1,69.39,"ID3348"
"3/11/2015","Chapel Hill","North Carolina","Direct",NA,NA,1,558.98,"ID2735"
"3/11/2015","San Diego","California","Direct",NA,NA,1,1658.42,"ID3769"
"3/11/2015","Frederick","Maryland","Direct",NA,NA,1,908.86,"ID3346"
"3/11/2015","Austin","Texas","Direct",NA,NA,1,68.65,"ID2497"
"3/11/2015","Tulsa","Oklahoma","Direct",NA,NA,1,706.94,"ID4630"
"3/11/2015","Boston","Massachusetts","Direct",NA,NA,1,964.82,"ID4087"
"3/12/2015","Dallas","Texas","Search Engine","google.com","www.google.com/url",1,446.59,"ID1087"
"3/12/2015","New York City","New York","Search Engine","google.com","www.google.com/url",1,454.43,"ID3901"
